"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"2518","Estonia","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",6.172,6.987,7.823,8.744,9.777,11.343,13.569,16.401,16.618,14.132,14.741,16.677,17.917,18.911,20.048,20.631,21.748,23.834,25.818,27.732,26.835,30.175
"2519","Estonia","Current account balance","U.S. dollars","Billions",-0.309,-0.445,-0.818,-1.273,-1.45,-1.226,-2.545,-3.34,-2.115,0.502,0.349,0.305,-0.437,0.073,0.191,0.406,0.296,0.617,0.282,0.619,-0.181,-0.653
"2520","Estonia","Current account balance","Percent of GDP","",-5.41,-7.1,-11.067,-12.87,-11.922,-8.678,-14.927,-14.86,-8.657,2.55,1.783,1.316,-1.897,0.292,0.716,1.774,1.231,2.292,0.923,1.994,-0.593,-1.812
"2521","Eswatini","Gross domestic product, constant prices","National currency","Billions",24.176,24.431,25.501,26.491,27.451,29.097,30.841,32.209,32.473,32.982,34.233,35.002,36.889,38.314,38.664,39.516,39.951,40.76,41.727,42.663,41.631,42.268
"2522","Eswatini","Gross domestic product, constant prices","Percent change","",1.76,1.055,4.38,3.88,3.624,5.999,5.992,4.435,0.822,1.565,3.794,2.247,5.391,3.862,0.913,2.203,1.101,2.027,2.372,2.244,-2.419,1.529
"2523","Eswatini","GDP Domestic Currency","National currency","Billions",12.062,13.279,15.097,16.624,17.894,20.211,22.287,24.443,27.213,30.339,32.497,35.002,40.119,44.391,47.994,51.784,56.132,58.689,61.771,64.615,65.541,68.651
"2524","Eswatini","GDP U.S. Dollars","U.S. dollars","Billions",1.739,1.544,1.436,2.198,2.774,3.177,3.293,3.465,3.298,3.596,4.438,4.826,4.887,4.6,4.426,4.061,3.815,4.407,4.666,4.471,3.981,4.517
"2525","Eswatini","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",4.742,4.9,5.195,5.503,5.855,6.401,6.994,7.501,7.708,7.879,8.276,8.638,8.922,9.465,9.633,9.728,9.698,9.457,9.913,10.317,10.189,10.717
"2526","Eswatini","Gross domestic product, deflator","Index","",49.893,54.355,59.2,62.755,65.185,69.459,72.266,75.89,83.801,91.989,94.93,100,108.757,115.862,124.131,131.046,140.503,143.986,148.035,151.452,157.432,162.419
"2527","Eswatini","Gross domestic product per capita, constant prices","National currency","Units",25279.76,25311.55,26179.56,26949.89,27676.69,29076.83,30548.3,31625.27,31652.69,31915.41,32888.19,33387.37,34938.14,36032.31,36107.4,36647,36795.17,37284.04,37794.11,38263.37,36942.59,37110.53
"2528","Eswatini","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",5865.55,5872.93,6074.32,6253.06,6421.7,6746.57,7087.98,7337.87,7344.23,7405.19,7630.9,7746.72,8106.54,8360.42,8377.84,8503.04,8537.42,8650.85,8769.2,8878.08,8571.62,8610.59
"2529","Eswatini","GDP p.c. Domestic currency","National currency","Units",12612.78,13757.98,15498.35,16912.53,18041.03,20196.47,22076.01,24000.28,26525.42,29358.6,31220.7,33387.37,37997.55,41747.72,44820.59,48024.53,51698.49,53683.63,55948.61,57950.77,58159.53,60274.48
"2530","Eswatini","GDP p.c. U.S. Dollars","U.S. dollars","Units",1818.67,1599.21,1473.72,2235.68,2797.02,3174.59,3262.22,3402.16,3214.49,3479.71,4263.91,4603.2,4628.25,4326,4133.03,3765.92,3513.8,4031.06,4225.91,4009.99,3532.55,3965.43
"2531","Eswatini","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",4958.73,5076.83,5332.76,5598.03,5903.33,6396.46,6927.52,7365.56,7513.32,7624.23,7951.05,8239.45,8450.24,8901.4,8995.96,9022.23,8932.23,8650.85,8978.68,9252.78,9041.04,9409.43
"2533","Eswatini","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.007
"2534","Eswatini","Implied PPP conversion rate","National currency per current international dollar","",2.544,2.71,2.906,3.021,3.056,3.157,3.187,3.258,3.53,3.851,3.927,4.052,4.497,4.69,4.982,5.323,5.788,6.206,6.231,6.263,6.433,6.406
"2535","Eswatini","Total investment","Percent of GDP","",23.54,23.692,21.411,19.289,19.371,17.352,16.474,16.039,15.698,15.381,14.482,12.896,11.824,12.221,12.597,12.516,12.84,12.831,13.249,13.472,13.134,14.028
"2536","Eswatini","Gross national savings","Percent of GDP","",20.901,24.276,23.73,23.357,21.945,14.122,10.5,14.15,8.678,3.809,5.734,7.056,16.85,23.061,24.168,25.485,20.713,19.076,14.594,17.819,19.809,15.447
"2537","Eswatini","Inflation, average consumer prices","Index","",100,107.489,120.247,128.996,133.472,140.005,147.279,159.173,179.32,192.676,201.365,213.663,232.764,245.847,259.814,272.678,294.076,312.372,327.413,335.919,348.926,363.912
"2538","Eswatini","Inflation, average consumer prices","Percent change","",9.911,7.489,11.869,7.276,3.47,4.895,5.195,8.076,12.657,7.448,4.509,6.107,8.94,5.621,5.681,4.951,7.847,6.221,4.815,2.598,3.872,4.295
"2539","Eswatini","Inflation, end of period consumer prices","Index","",100,110.784,123.508,129.231,133.4,143.539,150.427,165.181,186.497,194.891,203.662,219.472,237.612,248.111,263.418,276.353,300.345,314.479,330.895,337.522,353.016,371.223
"2540","Eswatini","Inflation, end of period consumer prices","Percent change","",6.427,10.784,11.486,4.633,3.227,7.6,4.799,9.808,12.904,4.501,4.5,7.763,8.265,4.419,6.169,4.91,8.682,4.706,5.22,2.003,4.591,5.157
"2542","Eswatini","Volume of imports of goods and services","Percent change","",5.986,6.152,6.422,7.546,-1.706,-5.564,-20.17,7.965,12.663,7.209,12.683,-19.145,-2.384,11.754,0.399,2.662,8.253,7.272,4.602,1.414,-21.145,15.077
"2543","Eswatini","Volume of Imports of goods","Percent change","",5.986,17.779,5.529,2.337,3.367,-7.988,-23.97,1.594,4.86,16.388,16.263,-1.223,-2.943,10.836,-3.752,8.136,8.057,1.308,10.638,1.414,-21.145,15.077
"2544","Eswatini","Volume of exports of goods and services","Percent change","",23.913,7.56,56.038,8.782,-12.105,-16.599,6.18,12.144,-11.579,-7.548,4.152,-21.301,10.97,2.003,10.806,-0.987,3.827,3.965,-2.808,16.31,1.679,6.368
"2545","Eswatini","Volume of exports of goods","Percent change","",23.913,22.004,64.971,5.682,-11.115,-18.215,2.255,4.229,-3.693,-5.66,4.371,-15.729,9.395,6.23,7.317,-0.688,4.575,1.436,0.769,16.31,1.679,6.368
"2548","Eswatini","Population","Persons","Millions",0.956,0.965,0.974,0.983,0.992,1.001,1.01,1.018,1.026,1.033,1.041,1.048,1.056,1.063,1.071,1.078,1.086,1.093,1.104,1.115,1.127,1.139
"2549","Eswatini","General government revenue","National currency","Billions",2.825,3.111,3.426,3.908,4.842,5.499,8.031,7.994,9.514,9.253,6.985,7.489,12.178,12.91,14.099,14.595,14.334,16.785,15.684,17.772,18.806,18.386
"2550","Eswatini","General government revenue","Percent of GDP","",22.846,22.654,22.133,23.07,26.21,26.527,35.182,31.805,33.986,29.965,21.087,20.641,29.567,28.505,28.809,27.605,25.249,28.229,25.102,27.406,28.358,26.349
"2551","Eswatini","General government total expenditure","National currency","Billions",2.969,3.41,3.98,4.255,5.554,5.834,6.109,7.416,9.084,10.153,9.988,8.854,10.821,12.658,15.405,17.788,19.442,20.857,21.669,22.299,23.245,23.961
"2552","Eswatini","General government total expenditure","Percent of GDP","",24.005,24.826,25.716,25.116,30.066,28.141,26.764,29.505,32.45,32.88,30.153,24.404,26.272,27.948,31.476,33.645,34.246,35.077,34.68,34.388,35.05,34.339
"2553","Eswatini","General government net lending/borrowing","National currency","Billions",-0.143,-0.298,-0.555,-0.347,-0.712,-0.334,1.921,0.578,0.43,-0.9,-3.003,-1.365,1.357,0.252,-1.305,-3.193,-5.108,-4.072,-5.985,-4.528,-4.438,-5.576
"2554","Eswatini","General government net lending/borrowing","Percent of GDP","",-1.158,-2.172,-3.583,-2.046,-3.856,-1.613,8.418,2.3,1.536,-2.915,-9.066,-3.763,3.295,0.557,-2.667,-6.039,-8.997,-6.848,-9.578,-6.982,-6.692,-7.99
"2557","Eswatini","General government primary net lending/borrowing","National currency","Billions",-0.08,-0.196,-0.387,-0.173,-0.544,-0.133,2.076,0.751,0.682,-0.692,-2.799,-1.101,1.707,0.597,-0.98,-2.833,-4.61,-3.38,-5.163,-3.185,-2.994,-3.983
"2558","Eswatini","General government primary net lending/borrowing","Percent of GDP","",-0.648,-1.429,-2.502,-1.02,-2.946,-0.639,9.096,2.989,2.435,-2.242,-8.451,-3.034,4.145,1.318,-2.003,-5.359,-8.12,-5.685,-8.263,-4.911,-4.515,-5.709
"2559","Eswatini","General government net debt","National currency","Billions",NA,2.696,2.46,2.532,2.059,1.532,1.156,-0.298,-1.964,-1.103,1.666,2.685,2.238,1.81,1.679,5.691,9.828,12.376,16.683,21.628,22.988,27.798
"2560","Eswatini","General government net debt","Percent of GDP","",NA,19.628,15.891,14.945,11.146,7.389,5.065,-1.185,-7.014,-3.572,5.029,7.399,5.433,3.996,3.43,10.764,17.312,20.815,26.7,33.353,34.663,39.837
"2561","Eswatini","General government gross debt","National currency","Billions",2.19,2.889,2.587,2.906,2.689,2.729,3.252,3.94,3.972,3.182,4.581,5.14,5.924,6.661,6.784,10.18,14.117,16.427,21.205,25.954,27.314,32.123
"2562","Eswatini","General government gross debt","Percent of GDP","",17.712,21.037,16.714,17.154,14.557,13.162,14.245,15.675,14.188,10.303,13.829,14.168,14.382,14.707,13.862,19.254,24.866,27.628,33.938,40.023,41.186,46.036
"2563","Eswatini","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",12.366,13.734,15.479,16.942,18.473,20.73,22.826,25.136,27.995,30.879,33.123,36.281,41.187,45.292,48.941,52.871,56.771,59.459,62.482,64.846,66.319,69.778
"2564","Eswatini","Current account balance","U.S. dollars","Billions",-0.046,0.009,0.033,0.089,0.071,-0.103,-0.197,-0.065,-0.231,-0.416,-0.388,-0.282,0.246,0.499,0.512,0.527,0.3,0.275,0.063,0.194,0.266,0.064
"2565","Eswatini","Current account balance","Percent of GDP","",-2.639,0.584,2.319,4.068,2.574,-3.23,-5.974,-1.889,-7.02,-11.572,-8.748,-5.84,5.026,10.84,11.571,12.969,7.873,6.245,1.345,4.347,6.674,1.419
"2566","Ethiopia","Gross domestic product, constant prices","National currency","Billions",365.481,392.527,398.807,390.432,436.113,491.063,547.536,612.145,680.705,748.775,828.146,922.554,1002.82,1102.1,1215.61,1342.04,1449.4,1597.38,1720.42,1875.89,1989.52,2029.08
"2567","Ethiopia","Gross domestic product, constant prices","Percent change","",9.838,7.4,1.6,-2.1,11.7,12.6,11.5,11.8,11.2,10,10.6,11.4,8.7,9.9,10.3,10.4,8,10.21,7.703,9.037,6.057,1.989
"2568","Ethiopia","GDP Domestic Currency","National currency","Billions",67.128,68.554,67.067,73.992,87.416,107.349,132.669,173.297,250.133,337.609,385.943,515.079,747.326,866.921,1060.83,1297.96,1568.1,1832.79,2200.12,2690.75,3374.35,4078.4
"2569","Ethiopia","GDP U.S. Dollars","U.S. dollars","Billions",8.235,8.223,7.851,8.623,10.142,12.408,15.283,19.701,26.839,32.464,29.917,31.958,42.221,46.544,54.165,63.081,72.12,76.841,80.207,92.608,96.611,92.757
"2570","Ethiopia","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",32.21,35.373,36.499,36.437,41.793,48.535,55.786,64.054,72.594,80.366,89.953,102.289,112.533,122.434,148.487,167.119,194.652,215.094,237.196,263.259,282.569,298.574
"2571","Ethiopia","Gross domestic product, deflator","Index","",18.367,17.465,16.817,18.951,20.044,21.861,24.23,28.31,36.746,45.088,46.603,55.832,74.523,78.661,87.267,96.716,108.19,114.737,127.883,143.438,169.606,200.997
"2572","Ethiopia","Gross domestic product per capita, constant prices","National currency","Units",5755.61,6001.48,5932.87,5472.69,5958.08,6538.79,7106,7743.18,8474.82,9175.5,9988.29,10951.72,11717.05,12674.25,13759.54,14951.32,15893.13,17239.93,18275.47,19613.22,20473.65,20551.97
"2573","Ethiopia","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",775.02,808.127,798.888,736.923,802.283,880.479,956.855,1042.66,1141.17,1235.52,1344.97,1474.7,1577.76,1706.65,1852.79,2013.26,2140.08,2321.44,2460.88,2641.01,2756.87,2767.42
"2574","Ethiopia","GDP p.c. Domestic currency","National currency","Units",1057.14,1048.15,997.728,1037.15,1194.26,1429.42,1721.8,2192.08,3114.17,4137.06,4654.87,6114.54,8731.87,9969.71,12007.52,14460.31,17194.72,19780.63,23371.2,28132.89,34724.59,41308.89
"2575","Ethiopia","GDP p.c. U.S. Dollars","U.S. dollars","Units",129.678,125.722,116.789,120.873,138.553,165.218,198.344,249.209,334.145,397.808,360.829,379.381,493.321,535.264,613.101,702.767,790.82,829.313,852.011,968.253,994.197,939.511
"2576","Ethiopia","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",507.238,540.823,542.972,510.742,570.968,646.269,724.001,810.241,903.805,984.8,1084.92,1214.29,1314.85,1408.01,1680.73,1861.84,2134.42,2321.44,2519.66,2752.47,2907.85,3024.16
"2578","Ethiopia","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.064,0.067,0.066,0.062,0.066,0.071,0.075,0.08,0.086,0.095,0.1,0.107,0.112,0.116,0.136,0.15,0.168,0.177,0.184,0.195,0.214,0.206
"2579","Ethiopia","Implied PPP conversion rate","National currency per current international dollar","",2.084,1.938,1.838,2.031,2.092,2.212,2.378,2.705,3.446,4.201,4.291,5.036,6.641,7.081,7.144,7.767,8.056,8.521,9.276,10.221,11.942,13.66
"2580","Ethiopia","Total investment","Percent of GDP","",20.217,21.528,22.838,21.006,25.05,22.384,23.914,20.781,21.244,24.677,25.524,32.108,37.098,34.081,37.982,39.417,37.349,38.444,34.163,35.264,30.752,31.354
"2581","Ethiopia","Gross national savings","Percent of GDP","",15.433,18.753,15.474,15.929,24.007,18.167,12.635,16.306,18.584,15.6,23.473,31.473,30.631,28.11,30.311,31.335,31.058,30.206,32.33,29.913,26.538,28.807
"2582","Ethiopia","Inflation, average consumer prices","Index","",15.62,14.333,14.57,17.158,17.711,19.775,22.456,26.328,38.011,41.234,44.588,59.405,73.741,79.693,85.594,93.784,100,110.687,125.999,145.918,175.618,219.88
"2583","Ethiopia","Inflation, average consumer prices","Percent change","",0.662,-8.238,1.654,17.762,3.221,11.656,13.558,17.245,44.371,8.479,8.134,33.232,24.132,8.071,7.404,9.569,6.628,10.687,13.833,15.81,20.354,25.203
"2584","Ethiopia","Inflation, end of period consumer prices","Index","",14.188,13.578,15.48,16.444,17.736,19.921,23.61,27.959,38.932,41.711,47.786,64.95,74.693,80.408,86.128,94.204,100,116.504,128.831,153.972,181.948,NA
"2585","Ethiopia","Inflation, end of period consumer prices","Percent change","",-4.123,-4.3,14.002,6.233,7.852,12.32,18.519,18.424,39.245,7.138,14.564,35.919,15,7.652,7.114,9.377,6.152,16.504,10.581,19.515,18.169,NA
"2587","Ethiopia","Volume of imports of goods and services","Percent change","",2.81,-0.69,9.513,1.362,11.707,44.354,18.549,3.365,16.57,32.278,23.173,-6.291,25.936,4.414,17.905,32.461,13.068,-4.532,-8.234,-3.205,-3.375,0.575
"2588","Ethiopia","Volume of Imports of goods","Percent change","",2.81,-0.69,9.513,1.362,11.707,44.354,18.549,3.365,16.57,32.278,23.173,-6.291,25.936,4.414,17.905,32.461,13.068,-4.532,-8.234,-3.205,-3.375,0.575
"2589","Ethiopia","Volume of exports of goods and services","Percent change","",13.9,-0.912,-18.068,2.508,62.104,24.88,9.504,9.069,-1.443,1.429,23.583,14.444,6.215,3.59,6.523,-2.4,6.719,-2.122,-0.499,-5.735,2.23,12.52
"2590","Ethiopia","Volume of exports of goods","Percent change","",13.9,-0.912,-18.068,2.508,62.104,24.88,9.504,9.069,-1.443,1.429,23.583,14.444,6.215,3.59,6.523,-2.4,6.719,-2.122,-0.499,-5.735,2.23,12.52
"2593","Ethiopia","Population","Persons","Millions",63.5,65.405,67.22,71.342,73.197,75.1,77.053,79.056,80.321,81.606,82.912,84.238,85.586,86.955,88.347,89.76,91.196,92.656,94.138,95.644,97.175,98.729
"2594","Ethiopia","General government revenue","National currency","Billions",11.222,12.804,12.813,15.871,17.918,20.147,24.251,29.381,39.705,54.627,66.237,85.611,115.659,137.192,158.078,199.609,244.819,270.214,287.562,344.937,394.966,442.862
"2595","Ethiopia","General government revenue","Percent of GDP","",16.718,18.678,19.105,21.449,20.498,18.768,18.279,16.954,15.874,16.181,17.162,16.621,15.476,15.825,14.901,15.379,15.613,14.743,13.07,12.819,11.705,10.859
"2596","Ethiopia","General government total expenditure","National currency","Billions",17.184,15.382,16.679,20.009,20.236,24.572,29.276,35.563,46.915,57.774,71.335,93.889,124.417,153.929,185.472,224.881,280.893,329.658,354.205,413.105,488.243,564.296
"2597","Ethiopia","General government total expenditure","Percent of GDP","",25.598,22.438,24.87,27.041,23.149,22.89,22.067,20.521,18.756,17.113,18.483,18.228,16.648,17.756,17.484,17.326,17.913,17.987,16.099,15.353,14.469,13.836
"2598","Ethiopia","General government net lending/borrowing","National currency","Billions",-5.961,-2.578,-3.866,-4.138,-2.318,-4.425,-5.025,-6.182,-7.21,-3.147,-5.097,-8.278,-8.758,-16.736,-27.394,-25.272,-36.073,-59.444,-66.643,-68.168,-93.277,-121.434
"2599","Ethiopia","General government net lending/borrowing","Percent of GDP","",-8.88,-3.76,-5.764,-5.592,-2.651,-4.122,-3.788,-3.567,-2.882,-0.932,-1.321,-1.607,-1.172,-1.931,-2.582,-1.947,-2.3,-3.243,-3.029,-2.533,-2.764,-2.977
"2602","Ethiopia","General government primary net lending/borrowing","National currency","Billions",-4.839,-1.498,-2.861,-2.919,-1.238,-3.414,-3.971,-4.976,-6.077,-1.861,-3.51,-6.365,-6.528,-13.805,-23.6,-19.934,-28.842,-51.196,-55.073,-54.642,-79.796,-97.433
"2603","Ethiopia","General government primary net lending/borrowing","Percent of GDP","",-7.209,-2.185,-4.266,-3.945,-1.416,-3.18,-2.994,-2.871,-2.429,-0.551,-0.909,-1.236,-0.873,-1.592,-2.225,-1.536,-1.839,-2.793,-2.503,-2.031,-2.365,-2.389
"2604","Ethiopia","General government net debt","National currency","Billions",53.847,56.117,63.897,73.61,47.481,73.034,40.461,59.148,82.656,98.545,125.005,205.786,276.77,363.552,456.12,644.115,798.11,985.77,1264.1,1449.9,1748.22,2184.93
"2605","Ethiopia","General government net debt","Percent of GDP","",80.215,81.859,95.273,99.483,54.315,68.034,30.498,34.131,33.045,29.189,32.39,39.952,37.035,41.936,42.997,49.625,50.897,53.785,57.456,53.885,51.809,53.573
"2606","Ethiopia","General government gross debt","National currency","Billions",62.854,66.72,72.005,76.723,90.13,83.989,90.04,73.477,96.386,118.791,152.865,233.463,315.189,411.797,504.423,706.811,860.427,1057.94,1344.42,1558.41,1870.22,2329.3
"2607","Ethiopia","General government gross debt","Percent of GDP","",93.633,97.325,107.363,103.691,103.104,78.239,67.868,42.4,38.534,35.186,39.608,45.326,42.176,47.501,47.55,54.455,54.871,57.723,61.106,57.917,55.425,57.113
"2608","Ethiopia","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",67.128,68.554,67.067,73.992,87.416,107.349,132.669,173.297,250.133,337.609,385.943,515.079,747.326,866.921,1060.83,1297.96,1568.1,1832.79,2200.12,2690.75,3374.35,4078.4
"2609","Ethiopia","Current account balance","U.S. dollars","Billions",-0.202,-0.11,-0.314,-0.104,-0.382,-0.913,-1.793,-1.19,-1.481,-2.341,-1.202,-0.205,-2.769,-2.764,-4.288,-7.239,-7.867,-6.499,-5.233,-4.934,-4.444,-2.663
"2610","Ethiopia","Current account balance","Percent of GDP","",-2.452,-1.332,-3.999,-1.209,-3.77,-7.361,-11.73,-6.039,-5.519,-7.21,-4.018,-0.643,-6.559,-5.939,-7.916,-11.476,-10.908,-8.457,-6.525,-5.328,-4.6,-2.871
"2611","Fiji","Gross domestic product, constant prices","National currency","Billions",6.967,7.099,7.327,7.385,7.784,7.683,7.829,7.758,7.836,7.726,7.958,8.173,8.288,8.681,9.167,9.58,9.814,10.339,10.734,10.686,9.005,8.645
